Height,Weight
56.85608213,97.36497833
60.03043377,97.68743226
57.93667432,97.70828469
58.75125363,97.7224906
60.84686273,97.72460188
56.53416581,97.74389648
60.57863068,97.97755401
60.1085895,98.08851735
57.59802972,98.18279291
58.4382491,98.19262093
61.50842888,98.33154637
59.02919506,98.37263882
58.12602402,98.40285123
59.9268571,98.42910943
58.67095297,98.51607861
58.62225448,98.53688099
58.85839773,98.54936416
58.58029014,98.58590822
57.55275371,98.64396312
61.2131715,98.70749259
60.17735145,98.74503773
59.4374295,98.76038186
57.11253942,98.7940381
58.2136141,98.86925293
57.65488503,98.87672255
60.75448558,98.87914437
57.13730096,99.10849926
58.95492258,99.17898409
60.57531491,99.28629808
59.54661182,99.31381523
59.0832025,99.33138344
60.18343848,99.35503985
57.2330564,99.37128426
57.64752149,99.39603077
57.20794645,99.49482376
59.57718853,99.65849196
59.83026358,99.72474197
56.88597105,99.87359265
59.87867161,99.87728361
60.60301012,100.0015907
59.34746823,100.0920954
60.28713064,100.1569728
58.64865968,100.2342507
62.70362201,100.2348007
60.5701988,100.2729806
59.76093236,100.362087
59.32763718,100.4707098
58.03741798,100.4968306
59.64053159,100.5277473
57.92315936,100.5400428
60.67078447,100.5598403
60.25932622,100.5852701
59.26630324,100.6485236
58.98713894,100.743008
60.14955877,100.7512358
61.45028217,100.8179962
58.86675136,100.8489
58.38696345,100.8762745
59.47485209,100.8838576
65.26306194,100.982899
59.08666849,101.0371536
61.11660854,101.0974997
60.68467897,101.1323591
60.85930919,101.1733394
57.02885744,101.2025509
59.40834134,101.2172026
62.19333659,101.2320445
61.26649788,101.2449191
59.63281599,101.4551294
59.95689543,101.5037529
61.87815686,101.5252357
60.41930723,101.5401797
58.89588635,101.6826134
57.25811736,101.7141821
59.85024472,101.7161626
60.58181745,101.7422532
58.21216479,101.7570249
61.45527924,101.8011046
58.68547139,101.8557087
56.82223984,101.9799235
58.70631542,101.9904703
59.32153268,102.0420284
58.38657594,102.0639073
58.91073204,102.0883264
58.11787193,102.0889662
60.18554185,102.0987328
58.50382088,102.1244607
59.80509278,102.1472298
61.20180919,102.1795628
60.5804207,102.1878205
60.33337239,102.2568378
58.60263784,102.3196642
59.74709643,102.3548577
62.81992317,102.4003736
61.06890784,102.4023744
58.76191669,102.4553608
59.93998171,102.4669493
58.63272047,102.4690868
61.93375797,102.4715125
59.00174196,102.4786647
59.33081907,102.5159728
60.54186818,102.5457909
61.82485153,102.6927767
61.49888657,102.6969745
61.41321871,102.7404698
59.79858727,102.7878264
59.49019831,102.8145271
58.83909388,102.8480484
62.63667493,102.8535632
62.96969372,102.8538992
60.06314411,102.9000465
61.50918854,102.9077136
61.24582794,102.9180335
58.87430067,102.9270775
59.14124671,103.0266222
58.47098364,103.0459528
61.42858095,103.0848106
62.17938076,103.0974604
62.0733898,103.1410971
61.23390393,103.1425613
59.8360407,103.265961
60.77205438,103.2745436
62.02837306,103.2750293
58.61166516,103.3095128
57.79038921,103.3120562
61.56931596,103.3236564
60.7559488,103.3520106
58.94823506,103.3635557
59.41310734,103.3861613
60.02674978,103.3869461
59.10419563,103.4189167
58.77163948,103.5377561
56.74174112,103.5404881
61.19198331,103.5863855
61.19749174,103.5979874
59.9682045,103.6168184
59.43723189,103.6789963
60.72397516,103.6798748
61.26997168,103.7182237
58.52187338,103.7644248
55.85121382,103.7671373
59.3092055,103.9009236
59.76136964,103.9440187
57.20266004,103.9627051
60.15003071,103.9791626
59.15051143,103.9989764
59.58732939,104.0461802
62.90614492,104.0504802
63.67786815,104.1515596
60.82620041,104.2321149
60.91108986,104.2765288
61.45448337,104.313445
61.65992175,104.3424698
61.509529,104.405917
60.09644199,104.4138173
60.4837623,104.4198496
58.89247364,104.4234622
58.18714107,104.4723822
57.44256697,104.4866362
60.03061012,104.4973318
61.20713465,104.514576
60.95754176,104.6831492
60.83549944,104.6984544
58.59722547,104.7974634
60.59943648,104.8505964
60.97085632,104.855403
61.304754,104.8557618
58.26096505,104.8726118
59.10924752,104.8770677
59.24464615,104.9188255
56.09824578,104.9541004
60.24625719,104.9659118
62.3117478,105.1463631
58.16246304,105.1470245
59.76289819,105.1525171
57.55871033,105.1739234
59.33956805,105.2986552
61.06805386,105.3111415
58.9265027,105.3299015
59.045531,105.3809054
61.14634414,105.3829224
58.99638936,105.4467882
59.90652786,105.6497737
58.62120428,105.682556
57.83726895,105.7392172
58.42523254,105.7548975
58.5921355,105.8081897
60.95548665,105.8805806
58.98057425,105.9717599
62.62197768,106.0013492
57.16584006,106.0050311
60.09128734,106.0122164
62.5319886,106.0196334
58.72051813,106.0668625
59.24792575,106.067218
61.23014451,106.0922983
59.35383101,106.1082751
60.26615477,106.1382659
59.1706875,106.139636
59.76169612,106.181546
59.76500951,106.2188465
61.79887853,106.233687
62.03276374,106.2687829
61.41530677,106.2950014
61.53011039,106.3043173
59.83856884,106.358333
59.02625581,106.370539
61.73688973,106.4385659
57.39774037,106.5875627
62.62233713,106.5939857
59.5129817,106.6364295
60.41061095,106.642294
60.61581126,106.702215
61.86561423,106.7320495
58.40402741,106.7711146
59.18173123,106.7724885
59.8796705,106.78231
60.56852949,106.7912512
58.75248911,106.8460414
60.27423387,106.8539239
57.78681941,106.8541166
61.01946656,106.8552947
60.10133519,106.8698908
62.73241741,106.8840472
60.5977271,106.969692
62.33795696,107.0038769
58.59655453,107.048405
58.19008892,107.0571408
60.14386882,107.1660506
56.94941514,107.1718559
61.72207869,107.2247071
61.16306528,107.2354433
60.83423839,107.281036
59.66434062,107.3222459
59.62371448,107.3752399
60.8599498,107.3889299
61.89851085,107.4068531
61.33403251,107.4456601
60.84550828,107.4460544
61.79265733,107.4550663
61.31956624,107.4642254
59.11850279,107.4708278
59.62660455,107.4717324
61.54910718,107.5201315
59.81653598,107.5799709
59.8735563,107.6376075
62.78673268,107.6958535
59.03030228,107.7012466
57.80732285,107.7050259
61.65083302,107.7235381
60.22190735,107.7312909
62.55482299,107.7328728
58.52542646,107.7924965
59.08600583,107.8290036
58.99628681,107.839015
59.54768085,107.8537915
61.73509022,107.8668724
59.12143305,107.8684361
59.47904374,107.8699729
60.12986745,107.9193152
60.30521821,107.9783089
61.71103191,108.028807
61.64898685,108.0338696
61.48014654,108.0431775
59.041198,108.0940339
59.83992379,108.1015416
59.44775771,108.1116437
55.73973682,108.1219685
61.87946336,108.1366394
60.15593112,108.1437592
57.55350521,108.1516882
62.03304535,108.1740203
62.23071362,108.1920028
60.55060489,108.2158828
59.68523965,108.2400426
62.16306803,108.2506363
60.35043688,108.2775721
61.20495607,108.2901042
58.82326186,108.3596091
61.62638654,108.3814539
62.39620678,108.3993059
59.30778715,108.4259896
61.11887036,108.4389955
60.9794599,108.4691694
62.71683192,108.5926871
59.89139662,108.625579
60.58080892,108.6481762
62.73141845,108.6561685
59.24291638,108.708031
60.81505943,108.7084213
61.62105661,108.7981989
59.48142007,108.8958128
60.85088181,108.9458371
61.01223365,108.9678597
59.40106299,109.024082
62.78427635,109.0296902
60.01178443,109.0496295
60.60734593,109.0514054
58.57757583,109.0516293
61.57662457,109.0763172
60.79827083,109.0969563
60.13889251,109.14347
62.67520824,109.1476059
60.21883776,109.1905292
63.23852471,109.1978498
59.15751916,109.1985057
61.45864498,109.2083314
61.22309514,109.2342427
60.17653777,109.2584195
60.30384144,109.2742315
59.6319099,109.2816387
60.58879917,109.306131
62.1000961,109.3490317
60.96103886,109.3627171
60.12416782,109.3889284
59.60563161,109.3918425
59.51467821,109.421206
61.59336217,109.450018
61.13521486,109.5091087
61.18625903,109.5823556
59.80953425,109.6574367
60.21339537,109.6628132
61.25357895,109.6817579
60.44378913,109.6883258
59.38479897,109.6884417
60.6352088,109.7058907
60.63160012,109.7196963
61.62233519,109.7252871
59.60856014,109.813156
59.71810115,109.8166548
59.78850126,109.8279411
60.7710585,109.8373857
59.16704389,109.870098
59.70748466,109.9236232
60.96626408,109.9463346
59.50295917,109.9740219
58.65644436,110.0128729
62.19534892,110.0231947
61.75934133,110.0257932
60.25749331,110.1011398
58.35100304,110.122151
60.75421938,110.133724
60.81492666,110.1412146
58.34348428,110.1522367
59.34000726,110.1832221
61.95589797,110.2089872
62.73045911,110.2421108
58.34553294,110.2455746
60.12149408,110.2773991
61.27477347,110.2873425
60.55219223,110.2997283
60.86159962,110.3033882
60.53183659,110.3637975
59.69301635,110.3703479
61.83922985,110.4141611
61.78936472,110.4591061
65.8166526,110.4884867
60.56848369,110.4907184
63.3906337,110.5131809
61.73582643,110.5132416
61.98344472,110.514437
59.09825003,110.5296857
58.72221941,110.5384176
60.48394565,110.5654974
63.96322684,110.5810019
59.24865572,110.5871908
58.53124564,110.5897776
61.13064492,110.6056441
59.93940471,110.614615
61.94552329,110.6571421
61.19393202,110.7013405
60.66988645,110.7054273
57.88297788,110.7259721
60.47226197,110.7682285
60.17489932,110.7760888
59.97733981,110.8001983
62.38950263,110.8056293
58.96352584,110.8154211
60.1414416,110.8378547
59.77315908,110.8388613
60.77915797,110.8800454
62.1146026,110.9173444
59.55964771,110.9182256
61.89055931,110.9196877
60.94279475,110.921331
61.70639378,110.9233443
61.99048001,110.925975
62.32563588,110.9635125
61.84496574,110.9816255
60.8084237,110.9841687
60.20973811,111.0484523
60.34078108,111.0777545
62.67015682,111.0806583
62.18522129,111.0993215
59.69902431,111.148256
60.66416823,111.1657881
61.62998659,111.1724659
59.23919876,111.1812361
60.14426061,111.1907078
59.97372202,111.2242901
59.94991374,111.2322809
62.2665815,111.2450084
59.76682038,111.2600362
60.15052242,111.3029357
61.37309512,111.3078855
61.03548988,111.3269624
58.91796082,111.3343593
60.76509346,111.3642399
60.92319393,111.3672579
62.57608039,111.3794738
62.27937546,111.4415802
59.63457256,111.4545821
62.86656883,111.4699596
61.14372256,111.4889482
61.23624749,111.5027074
61.16737637,111.5727657
61.10363728,111.5743769
60.12477685,111.5768608
62.82508056,111.6150899
61.66856602,111.6196124
58.75737097,111.6573404
61.89023374,111.6761992
59.04702854,111.707369
59.46425906,111.7105182
61.1093866,111.7347425
61.07244351,111.765897
60.49619323,111.8316825
59.02808724,111.833549
62.18077951,111.8505881
59.4056541,111.8534646
59.43615128,111.8641397
60.79854323,111.8990152
61.64739717,111.9277962
61.74305495,111.9640925
62.32778079,111.9654477
60.31504535,111.9748741
61.82336812,112.0018617
59.04951185,112.0299458
60.32074111,112.0332614
58.14565279,112.0352741
59.16960398,112.0439445
61.61019345,112.0776153
60.85962004,112.0907533
59.81504852,112.0974171
59.4474264,112.1183596
59.84744636,112.1445442
57.96193618,112.2269836
61.18920841,112.2500766
61.77330539,112.2673005
62.36135955,112.2830125
60.05671104,112.3276295
57.79853105,112.3455782
62.21705067,112.3728418
60.75491374,112.4051208
63.8962242,112.4251377
60.94110303,112.4289867
60.80777241,112.4363416
62.06985145,112.4558778
57.795534,112.4581679
64.18914537,112.5070115
61.62310303,112.5434239
58.77712425,112.5619892
61.66262811,112.5655764
62.98589755,112.573791
60.58582038,112.599494
60.99463873,112.6480341
60.0052569,112.6643834
60.67343081,112.7154328
61.99190969,112.7343377
59.76340044,112.741362
62.08863158,112.7481098
61.96417378,112.8335262
60.46647733,112.8514117
62.7371125,112.8713634
60.39683047,112.8827068
61.67481362,112.8904151
62.86579025,112.8969339
61.75269595,112.9099478
61.21434885,112.9152089
62.19169744,112.9354609
61.66852287,112.9355906
60.03556122,112.9526252
61.14319144,112.9656396
58.97212383,112.9756301
61.75315958,113.0062574
61.89569345,113.0433002
60.16802328,113.046438
60.01164973,113.0564267
58.06155297,113.0607203
60.88950084,113.0624577
60.26640777,113.0695689
61.11105238,113.0996532
61.7751115,113.1537259
63.01827413,113.1552747
58.61752196,113.1680667
61.61994587,113.1701561
60.70959173,113.1722835
61.04344506,113.1825382
59.35483497,113.2153336
60.73154265,113.2304958
60.55212552,113.2323362
60.52242112,113.2663336
62.2438493,113.2906375
62.69466332,113.3449588
60.12116748,113.4069667
59.34485488,113.4158905
60.75091525,113.4184015
62.5541763,113.4490377
59.13908731,113.4687304
62.28286595,113.471264
58.43591757,113.4839
61.31119241,113.5196137
60.94472677,113.5375887
60.78328662,113.5939975
60.82576625,113.619398
62.71797937,113.6220658
60.98979105,113.6326932
60.68084562,113.6420604
61.92624977,113.6480071
61.94424588,113.6491027
59.99780556,113.6511113
61.92450049,113.66111
59.91307099,113.7224311
64.96195881,113.7269679
58.99694399,113.734397
58.51016063,113.7885903
60.96731744,113.79525
60.77999986,113.8774405
60.01307771,113.8783529
58.65717685,113.8802637
62.02901447,113.8887003
61.04357208,113.8894828
58.36944783,113.8991098
62.3635509,113.9268807
59.99806593,113.9449883
61.98092247,113.9689975
60.9183024,114.0331018
60.68616746,114.0468281
58.61998063,114.0506067
64.06310371,114.0596174
64.31786393,114.0650083
63.51015102,114.087596
60.66153049,114.0894674
63.19575635,114.1272215
62.12665483,114.1428986
59.533643,114.152351
62.77657519,114.155852
58.77940733,114.1603406
61.2369878,114.1607464
57.37575853,114.1922086
60.8162826,114.2078737
60.85899001,114.2140344
63.73173268,114.2697496
59.97896224,114.2993711
60.45231872,114.3010577
60.75972793,114.306428
62.81405346,114.3339155
61.34572458,114.3411239
62.32843398,114.3842835
59.66765209,114.3868654
61.01952756,114.3877931
61.11349802,114.433436
60.00246348,114.4457208
60.77393898,114.4478048
60.3303629,114.4689091
62.04403545,114.4787233
58.43126896,114.5044378
63.38666031,114.5045608
61.9059185,114.5683767
61.6584462,114.5699447
60.04714722,114.6035259
61.59765672,114.6627936
61.47093776,114.6742794
61.33451019,114.7185636
61.19004885,114.7279576
59.24256799,114.7409447
59.52878826,114.7521017
62.59864818,114.7668816
60.32048442,114.777134
60.92579066,114.7843992
60.94956167,114.791401
62.6041035,114.8062991
62.64001901,114.8228028
60.67972344,114.83103
61.52769119,114.8439614
62.21184244,114.8507623
61.70885444,114.8544645
61.80240401,114.882858
61.40753252,114.8854465
60.78481604,114.8923264
58.39927328,114.9145238
62.14024497,114.9261844
62.06676085,114.9275938
59.70873056,114.9366291
60.84834324,114.9499973
61.10051608,114.9558142
58.22539702,114.9617073
62.85037864,114.9690383
62.61646066,114.9883919
60.38028449,115.0272311
61.30003103,115.0289952
60.19133042,115.0457724
61.04173436,115.0826718
62.63787877,115.1155096
60.69228685,115.129305
60.87058571,115.1322365
61.36405241,115.1757529
61.53299916,115.2023128
59.5883951,115.2153994
61.32442129,115.2243686
61.09578942,115.2247963
59.60115453,115.227993
60.96991273,115.2281659
61.15261826,115.2448885
59.6170282,115.2477718
60.5520165,115.251701
62.06019925,115.3815382
60.25777636,115.3897859
60.39901197,115.4167707
60.606544,115.4373731
60.44454681,115.4404979
59.17660952,115.4488156
59.96841857,115.4768128
60.96780719,115.5024685
60.03787584,115.522648
59.90854467,115.5259156
62.37697004,115.5565993
61.7576643,115.5815508
60.18839207,115.5843188
60.83768666,115.5987525
58.13792273,115.6432079
61.49143777,115.6484988
61.21783686,115.6557197
60.05084636,115.656208
61.66700337,115.6778924
62.05498991,115.767138
61.30910844,115.7888501
62.25742965,115.7973934
60.6742784,115.8050352
59.9976946,115.8128156
63.46175898,115.8639321
61.92104846,115.8748176
61.25433462,115.8895439
61.20099469,115.9011288
61.19722319,115.9063959
62.64142391,115.9133806
63.01373079,115.961859
58.51625884,115.9754382
63.23806609,115.985361
60.58472101,116.0512465
62.71807654,116.0563416
61.50910635,116.0657196
60.42138494,116.1012564
60.15950903,116.1063761
60.29546059,116.1259579
60.62018128,116.1513741
62.43242625,116.1614915
61.17614928,116.1710871
60.6019752,116.1900714
59.5569083,116.1919831
60.72482699,116.2327132
61.81614798,116.247392
60.82919775,116.2535222
60.56117991,116.2685164
62.68792804,116.271542
61.47813579,116.277148
60.50431592,116.3819743
58.118699,116.39678
60.17728721,116.3970249
61.83884186,116.4031713
60.63818536,116.4209446
58.91382587,116.4211364
61.68302858,116.4235103
60.58563771,116.4300747
61.0782176,116.4317323
62.48569113,116.4608068
63.05900916,116.4611428
60.28059756,116.4681542
64.06331722,116.4714427
59.90155376,116.503429
60.84305948,116.5047522
62.04892563,116.5140682
59.6456491,116.551867
60.88968151,116.5674876
62.40533613,116.6023065
62.24921445,116.6058007
61.56060912,116.6267983
60.71819027,116.6902151
61.88281394,116.7110301
62.80619937,116.7333151
59.89389382,116.7595601
63.27695962,116.7618403
62.09291525,116.76423
61.92783047,116.7925566
61.83171804,116.7950151
64.12306527,116.8077383
60.57384215,116.8111149
59.02595339,116.8115117
61.50463382,116.8148121
62.23427754,116.8571714
61.23084179,116.8580975
64.02472174,116.886773
63.10434746,116.9027706
59.78676291,116.9048715
63.86336604,116.9483301
61.97957941,116.9547449
62.02462285,116.9714575
60.76068868,116.9754277
61.69894111,117.0037074
63.18086385,117.0102569
61.45626213,117.0287168
63.04338336,117.0339844
62.00031639,117.048354
58.3237477,117.053156
60.90110297,117.0692128
61.61238161,117.1031548
62.19131709,117.108724
62.60225846,117.1309202
61.61687097,117.1335869
61.23306992,117.1441394
60.90012218,117.1695591
59.44304003,117.1746515
62.81110192,117.1817011
60.80771209,117.1835316
61.93005415,117.1926301
61.09968452,117.1967838
62.47577266,117.215462
62.24708076,117.2303372
58.83844488,117.2792142
62.1406892,117.2872341
63.13687094,117.3050058
62.49246418,117.3070672
61.59445094,117.3247873
60.70979338,117.3331738
64.41585421,117.3365883
62.8818495,117.366116
61.72661019,117.3703205
61.12472659,117.388949
59.26444654,117.3937021
60.95032891,117.4225887
62.89952805,117.4226747
62.61528123,117.439002
63.5876376,117.440811
62.64504174,117.4606364
61.58719643,117.4781494
58.25666368,117.4977572
59.2644117,117.535232
63.76141993,117.5519873
62.74458921,117.6018828
60.03728766,117.6058738
62.15153903,117.6226431
61.68868312,117.6313657
61.98422986,117.6404541
61.89365652,117.6461029
60.44739666,117.653785
62.76313493,117.6540768
61.52821198,117.6547383
62.5272288,117.659637
60.01556232,117.6669536
60.50332654,117.673179
60.85835314,117.6964919
63.57898233,117.7092419
58.84758076,117.7266921
59.8648914,117.7294421
62.38104663,117.8199841
61.51052968,117.8403025
62.11989878,117.8474259
61.63989121,117.8486261
60.0901747,117.8952374
63.10952829,117.8958468
61.57977657,117.9036349
62.42517924,117.9299101
60.65965538,117.9311163
60.19085828,117.9555182
61.08432705,117.9875697
61.54253256,118.037046
61.00854419,118.0380533
60.68437608,118.0776967
60.43596416,118.0988666
60.64026619,118.136727
61.78314264,118.1455069
61.59268416,118.1573351
61.79188572,118.1663942
63.64204534,118.1867179
62.64413447,118.1878885
61.69154423,118.2019712
61.98496931,118.2154577
62.8938216,118.2176407
60.44096107,118.2244913
60.57806288,118.2428118
61.39920632,118.2432149
63.40291648,118.2716877
61.81552319,118.3258826
61.29236298,118.330547
59.78528868,118.3536351
61.8356708,118.3613566
60.54177962,118.3763761
61.21119547,118.3961309
60.74139577,118.4187281
60.4586125,118.4280354
64.00174586,118.459624
59.91763069,118.4634141
59.90027453,118.4689471
60.43405462,118.4816241
62.16084929,118.5123108
61.71362969,118.5130129
60.62686273,118.5407529
62.02606936,118.6142192
60.93643879,118.6185409
63.04338467,118.641681
62.49329981,118.6462872
61.42620543,118.6604207
60.4007145,118.7138093
62.61886316,118.7161681
57.96849839,118.7205901
61.6868957,118.7386425
61.08382684,118.7438047
61.91038153,118.7466544
59.79586097,118.7540406
60.59482352,118.7580419
61.62578317,118.7629253
61.8665605,118.7644899
59.36813918,118.7645183
63.4141425,118.7712649
61.10881895,118.7791065
61.85444917,118.7862628
60.14332195,118.797659
61.14474693,118.7982296
61.50120748,118.8124067
61.98121037,118.8214932
63.27983517,118.851399
62.82690374,118.8514013
62.23463299,118.8527054
59.54889462,118.8603232
63.9575827,118.8929568
62.5498458,118.903204
61.47211056,118.9181143
62.00900962,118.9644027
62.38505025,118.9771885
62.11217359,118.9793262
62.25083973,119.0053863
63.28510684,119.0074606
64.68753563,119.0246524
61.17986111,119.0254689
61.17741725,119.0261998
60.51950857,119.0347109
60.21116656,119.0375342
61.16192129,119.0401618
60.65521774,119.056287
60.12416703,119.0574255
63.73073487,119.0662268
62.3047031,119.1174236
62.59891336,119.1461736
59.75844451,119.1647427
62.79256578,119.173397
60.95315663,119.1832395
63.15162935,119.1911945
60.68038772,119.1956979
65.63104779,119.2033788
60.6583981,119.2093003
60.7862999,119.2098854
63.24273593,119.2295061
61.77241307,119.262169
61.2184549,119.2754268
62.07039642,119.2989868
62.16490439,119.304213
63.31981767,119.3159883
64.64085695,119.3293302
61.48963366,119.3303412
63.46588178,119.3515993
62.03531911,119.4181349
58.85029447,119.4520166
60.56041287,119.4620532
60.29870126,119.4833538
62.72134956,119.4865172
61.28646406,119.5360352
62.59053471,119.5415943
61.45650433,119.5484975
60.84893452,119.5572456
59.90353879,119.5808538
58.68839161,119.5990004
61.43468651,119.5991166
62.78856853,119.6279178
61.30736776,119.6320286
63.35268712,119.6337558
62.07478281,119.6593245
65.79039515,119.6706717
64.61898098,119.6810951
61.33001915,119.7135056
59.75994823,119.7175073
61.32334679,119.7581615
62.19067164,119.7671499
60.91802524,119.772634
65.41472945,119.7785406
62.63592683,119.7891601
62.71365237,119.7897827
61.94678271,119.7953958
62.19217636,119.8242878
62.04964451,119.8653774
63.20958369,119.8800417
59.95595817,119.8804371
61.97993469,119.9108456
63.041982,119.9372934
61.78145227,119.9561986
60.73185683,119.9678813
63.04070948,119.9776328
62.88244447,119.9925755
62.19627449,120.0081987
62.78875958,120.0132262
60.98528933,120.0358457
60.95358909,120.0445949
64.68860307,120.0888921
64.29586199,120.1158208
61.01798835,120.1396493
62.47225794,120.1691333
60.56128697,120.1845576
63.43559387,120.1846827
63.00143169,120.1858889
62.92547551,120.1924316
61.71992675,120.2294634
60.16414723,120.2445265
62.86463327,120.2471476
58.70723577,120.253512
60.91002427,120.2719648
63.12513643,120.2741886
62.40706413,120.3033498
60.87204375,120.3297288
62.12614991,120.3394785
60.62378116,120.3825732
62.7284948,120.4024141
61.10321629,120.409351
62.7914093,120.4201033
62.235747,120.421334
60.22034116,120.4299326
61.01847398,120.4423007
62.93981012,120.4661532
61.34958144,120.500037
61.07521028,120.5158867
61.78372721,120.5206439
60.80094232,120.5291346
62.75099671,120.5451529
60.52150965,120.5481623
60.92634833,120.5549649
63.14416915,120.5550172
60.71778284,120.569576
62.57349183,120.5834448
61.70957103,120.6043393
61.66643509,120.6061593
63.80413136,120.607958
62.89459879,120.6167403
60.67897779,120.6185349
60.30386757,120.6223622
60.63443923,120.6404666
60.97741445,120.6607291
62.35637147,120.6625287
62.30830097,120.6710095
62.95254098,120.673464
61.39164365,120.6819065
63.57784858,120.6841289
61.46463367,120.7151627
59.77645519,120.7436378
63.51649975,120.8100491
59.33510789,120.8198701
61.01861057,120.8267004
63.7870504,120.8385282
65.09493212,120.8444459
65.53251023,120.8474285
60.14585614,120.8885216
62.67826545,120.9059387
60.73703061,120.9265
62.22733769,120.9366143
60.80971704,120.9402023
60.9161961,120.9432479
63.16697594,120.9445772
60.67945691,120.952343
63.69530743,120.9655763
60.22859228,120.9704487
61.66022727,120.9917166
61.87324262,120.9936591
60.50076559,120.9969839
63.09170314,121.0088729
63.24594815,121.0160911
62.41587974,121.0337281
63.30507047,121.0465523
61.6993302,121.0536412
61.02522498,121.0552793
62.65729403,121.087478
61.78785109,121.0927973
64.83768998,121.0946311
63.84886031,121.0959614
63.53530544,121.1159272
65.43536089,121.1726047
59.33710926,121.1859958
61.93800599,121.1872538
63.41385406,121.2008492
62.01501358,121.2394362
59.53872851,121.2448755
63.2875137,121.250406
63.22380368,121.2691037
61.49434224,121.2726047
61.82564512,121.277608
64.1303411,121.2925968
61.64321218,121.3031707
62.98077536,121.3226287
61.17798324,121.3270625
65.48971552,121.3306738
64.29800817,121.3394372
61.80843379,121.339602
61.4759043,121.3872357
60.97712325,121.3986907
60.63022564,121.4211898
62.23493884,121.4252504
62.4409304,121.4277282
60.55835474,121.4652052
63.64157009,121.494688
62.34561799,121.5020082
60.23998603,121.5028908
62.39609426,121.5127797
63.13505206,121.538248
62.50733531,121.5464005
63.54524543,121.5611501
62.06377087,121.5742062
64.6190906,121.5752625
61.81966284,121.5803839
63.00752202,121.5820198
62.1928871,121.5891983
60.66682247,121.5981684
61.71892388,121.6065086
61.81765527,121.6150002
62.15897149,121.6311215
63.69071992,121.6334087
61.02916079,121.6383667
60.2705739,121.6474204
61.5759337,121.6484397
62.84862237,121.679765
62.72302427,121.7220903
62.62808294,121.724753
64.27185623,121.74134
62.37374997,121.7442243
62.77712722,121.7680065
62.70103375,121.771555
63.57139159,121.7805973
61.31206023,121.7861166
63.01325688,121.7875666
62.15935227,121.788932
62.42142878,121.7943441
60.48444501,121.7977933
62.71958949,121.811621
62.95222847,121.8123626
64.01365361,121.8127222
59.86012336,121.8629072
60.64710531,121.8802568
63.95483038,121.8886371
61.30617813,121.8891806
64.19139698,121.8896088
61.77369396,121.8954721
63.30000561,121.948217
62.07405899,121.9519942
62.06942481,121.9612849
63.33265433,121.9658145
61.35111385,121.9663436
61.4524106,121.9800924
62.63225041,121.9863858
62.24630399,122.0341761
62.12079891,122.0346502
63.03298117,122.0440586
61.49863937,122.0494802
62.64307511,122.0562683
63.0419971,122.0872455
62.35772695,122.112061
